step,origin,lead_time,date,actual,predicted
3,2023-03-07,12,2023-03-23,71.81245083735587,78.899011418412
3,2023-03-07,13,2023-03-24,71.62669395334416,78.899011418412
3,2023-03-07,14,2023-03-27,71.59591037582926,78.899011418412
3,2023-03-07,15,2023-03-28,70.64615053640324,78.899011418412
3,2023-03-07,16,2023-03-29,71.40355755998148,78.899011418412
3,2023-03-07,17,2023-03-30,72.06185568077447,78.899011418412
3,2023-03-07,18,2023-03-31,72.90178361166465,78.899011418412
3,2023-03-07,19,2023-04-03,75.12004746314618,78.899011418412
3,2023-03-07,20,2023-04-04,75.07090242097223,78.899011418412
4,2023-04-04,1,2023-04-05,76.29016773235695,73.07080899336509
4,2023-04-04,2,2023-04-06,76.19465088903983,73.07080899336509
4,2023-04-04,3,2023-04-07,76.62942687285313,73.07080899336509
4,2023-04-04,4,2023-04-10,77.04772901277555,73.07080899336509
4,2023-04-04,5,2023-04-11,77.37742912858275,73.07080899336509
4,2023-04-04,6,2023-04-12,78.11277456271772,73.07080899336509
4,2023-04-04,7,2023-04-13,77.8977156581672,73.07080899336509
4,2023-04-04,8,2023-04-14,78.03909148830857,73.07080899336509
4,2023-04-04,9,2023-04-17,78.68615970042003,73.07080899336509
4,2023-04-04,10,2023-04-18,80.55680784322877,73.07080899336509
4,2023-04-04,11,2023-04-19,79.84797417336021,73.07080899336509
4,2023-04-04,12,2023-04-20,78.18575957047447,73.07080899336509
4,2023-04-04,13,2023-04-21,77.85562739511457,73.07080899336509
4,2023-04-04,14,2023-04-24,78.1091596390616,73.07080899336509
4,2023-04-04,15,2023-04-25,78.45698211408585,73.07080899336509
4,2023-04-04,16,2023-04-26,78.73085482910895,73.07080899336509
4,2023-04-04,17,2023-04-27,80.10365538572096,73.07080899336509
4,2023-04-04,18,2023-04-28,81.2775961900056,73.07080899336509
4,2023-04-04,19,2023-05-01,81.43360524965344,73.07080899336509
4,2023-04-04,20,2023-05-02,81.17620795909352,73.07080899336509
5,2023-05-02,1,2023-05-03,81.04869151340135,78.6004687697065
5,2023-05-02,2,2023-05-04,80.91667628230663,78.6004687697065
5,2023-05-02,3,2023-05-05,80.92060161106664,78.6004687697065
5,2023-05-02,4,2023-05-08,79.58213804033971,78.6004687697065
5,2023-05-02,5,2023-05-09,79.35936113022639,78.6004687697065
5,2023-05-02,6,2023-05-10,79.17622624967439,78.6004687697065
5,2023-05-02,7,2023-05-11,79.23196807498172,78.6004687697065
5,2023-05-02,8,2023-05-12,79.22455591569752,78.6004687697065
5,2023-05-02,9,2023-05-15,80.1450994615354,78.6004687697065
5,2023-05-02,10,2023-05-16,79.86271984928197,78.6004687697065
5,2023-05-02,11,2023-05-17,79.67410945167082,78.6004687697065
5,2023-05-02,12,2023-05-18,80.46579428218968,78.6004687697065
5,2023-05-02,13,2023-05-19,80.47938004820304,78.6004687697065
5,2023-05-02,14,2023-05-22,80.943267802806,78.6004687697065
5,2023-05-02,15,2023-05-23,81.85795049021046,78.6004687697065
5,2023-05-02,16,2023-05-24,82.52256769562942,78.6004687697065
5,2023-05-02,17,2023-05-25,83.01207208293917,78.6004687697065
5,2023-05-02,18,2023-05-26,83.05106846307184,78.6004687697065
5,2023-05-02,19,2023-05-29,83.96390803022578,78.6004687697065
5,2023-05-02,20,2023-05-30,84.36533371841769,78.6004687697065
